"date","cross","trt","plate","plate.no","well.no","length.pix","calib.pix","length.mm"
2019-03-08,"F11M14",4.5,10,"2-10B","2-10B-2",238.32,21.56,11.0538033395176
2019-03-08,"F01M02",4.5,10,"2-10D","2-10D-1",250.47,21.56,11.6173469387755
2019-03-10,"F11M14",4.5,10,"2-10A","2-10A-6",221.8,21.2,10.4622641509434
2019-03-18,"F11M14",4.5,10,"2-10A","2-10A-1",236.98,21.64,10.9510166358595
2019-03-18,"F11M14",4.5,10,"2-10B","2-10B-3",236.88,21.64,10.9463955637708
2019-03-18,"F11M14",4.5,10,"2-10B","2-10B-5",227.24,21.64,10.5009242144177
2019-03-22,"F11M14",4.5,10,"2-10A","2-10A-3",225.98,21.5333333333333,10.494427244582
2019-03-22,"F11M14",4.5,10,"2-10B","2-10B-1",236.03,21.5333333333333,10.9611455108359
2019-03-22,"F11M14",4.5,10,"2-10B","2-10B-4",250.99,21.5333333333333,11.6558823529412
2019-03-22,"F11M14",4.5,10,"2-10B","2-10B-6",226.57,21.5333333333333,10.521826625387
2019-03-26,"F11M14",4.5,10,"2-10A","2-10A-5",238.48,21.55,11.0663573085847
2019-04-01,"F11M14",4.5,10,"2-10A","2-10A-2",243.69,21.2766666666667,11.4533918220273
2019-03-18,"F06M06",4.5,11,"2-11B","2-11B-2",239.97,21.7366666666667,11.039871185401
2019-03-18,"F10M14",4.5,11,"2-11D","2-11D-2",238.44,21.7366666666667,10.9694832080969
2019-03-20,"F06M06",4.5,11,"2-11B","2-11B-5",237.69,21.8666666666667,10.8699695121951
2019-03-20,"F10M14",4.5,11,"2-11D","2-11D-5",238.24,21.8666666666667,10.8951219512195
2019-03-24,"F06M06",4.5,11,"2-11A","2-11A-1",242.2,21.5633333333333,11.2320296800124
2019-03-24,"F06M06",4.5,11,"2-11A","2-11A-6",240.26,21.5633333333333,11.1420621425259
2019-03-24,"F10M14",4.5,11,"2-11C","2-11C-1",232.55,21.5633333333333,10.7845107435461
2019-03-24,"F10M14",4.5,11,"2-11C","2-11C-2",217.25,21.5633333333333,10.0749729479054
2019-03-24,"F10M14",4.5,11,"2-11C","2-11C-3",237.64,21.5633333333333,11.0205595918998
2019-03-24,"F10M14",4.5,11,"2-11C","2-11C-4",242.11,21.5633333333333,11.2278559282733
2019-03-24,"F10M14",4.5,11,"2-11C","2-11C-6",226.24,21.5633333333333,10.4918843716185
2019-03-24,"F10M14",4.5,11,"2-11D","2-11D-3",237.07,21.5633333333333,10.9941258308858
2019-03-24,"F10M14",4.5,11,"2-11D","2-11D-4",233.62,21.5633333333333,10.8341320142217
2019-03-24,"F10M14",4.5,11,"2-11D","2-11D-6",236.4,21.5633333333333,10.9630545679394
2019-03-26,"F06M06",4.5,11,"2-11A","2-11A-2",236.52,21.63,10.9348127600555
2019-03-26,"F06M06",4.5,11,"2-11B","2-11B-4",256.19,21.63,11.8441978733241
2019-03-28,"F06M06",4.5,11,"2-11A","2-11A-5",236.63,21.58,10.9652455977757
2019-03-08,"F11M14",4.5,12,"2-12A","2-12A-1",219.3,21.64,10.134011090573
2019-03-10,"F01M02",4.5,12,"2-12C","2-12C-2",221.14,21.2033333333333,10.4294922182047
2019-03-12,"F11M14",4.5,12,"2-12B","2-12B-5",222.72,21.4233333333333,10.3961412789793
2019-03-16,"F11M14",4.5,12,"2-12B","2-12B-2",227.14,21.5366666666667,10.5466646030026
2019-03-16,"F11M14",4.5,12,"2-12B","2-12B-6",230.18,21.5366666666667,10.6878192230305
2019-03-16,"F11M14",4.5,12,"2-12A","2-12A-2",189.25,21.8,8.68119266055046
2019-03-18,"F11M14",4.5,12,"2-12B","2-12B-4",240.36,21.4833333333333,11.1882079131109
2019-03-18,"F11M14",4.5,12,"2-12B","2-12B-6",245.86,21.4833333333333,11.444220325834
2019-03-22,"F11M14",4.5,12,"2-12B","2-12B-1",217.81,21.8933333333333,9.94869062119367
2019-03-22,"F11M14",4.5,12,"2-12B","2-12B-3",245.89,21.8933333333333,11.2312728380024
2019-03-22,"F11M14",4.5,12,"2-12A","2-12A-6",236.33,21.8933333333333,10.7946102314251
2019-03-22,"F01M02",4.5,12,"2-12D","2-12D-2",228.58,21.8933333333333,10.4406211936663
2019-03-26,"F11M14",4.5,12,"2-12A","2-12A-3",250.2,22.0533333333333,11.3452237001209
2019-03-26,"F11M14",4.5,12,"2-12A","2-12A-4",231.29,22.0533333333333,10.4877569528416
2019-03-28,"F11M14",4.5,12,"2-12A","2-12A-5",252.04,21.9233333333333,11.4964269423749
2019-03-08,"F06M06",4.5,13,"2-13B","2-13B-3",221.88,20.9966666666667,10.5673916494682
2019-03-10,"F06M06",4.5,13,"2-13B","2-13B-5",233.39,21.08,11.0716318785579
2019-03-16,"F06M06",4.5,13,"2-13A","2-13A-3",231.79,21.7666666666667,10.6488514548239
2019-03-16,"F10M14",4.5,13,"2-13C","2-13C-3",198.51,21.7666666666667,9.11990811638591
2019-03-16,"F10M14",4.5,13,"2-13C","2-13C-5",232.86,21.7666666666667,10.6980091883614
2019-03-16,"F10M14",4.5,13,"2-13D","2-13D-3",235.66,21.7666666666667,10.8266462480858
2019-03-16,"F10M14",4.5,13,"2-13D","2-13D-5",219.63,21.7666666666667,10.0901990811639
2019-03-16,"F10M14",4.5,13,"2-13D","2-13D-6",206.33,21.7666666666667,9.4791730474732
2019-03-18,"F06M06",4.5,13,"2-13A","2-13A-2",222.46,21.6066666666667,10.2958963282937
2019-03-18,"F06M06",4.5,13,"2-13A","2-13A-4",244.82,21.6066666666667,11.3307621104597
2019-03-18,"F10M14",4.5,13,"2-13C","2-13C-6",236.72,21.6066666666667,10.955877815489
2019-03-18,"F10M14",4.5,13,"2-13D","2-13D-2",229.85,21.6066666666667,10.6379203949398
2019-03-20,"F06M06",4.5,13,"2-13A","2-13A-6",235.93,21.51,10.9683867968387
2019-03-24,"F06M06",4.5,13,"2-13B","2-13B-6",236.63,21.7166666666667,10.896239447429
2019-03-24,"F10M14",4.5,13,"2-13C","2-13C-1",212.38,21.7166666666667,9.77958557175748
2019-03-24,"F10M14",4.5,13,"2-13C","2-13C-2",228.06,21.7166666666667,10.5016116653876
2019-03-28,"F06M06",4.5,13,"2-13A","2-13A-1",241.65,21.5866666666667,11.1944101297097
2019-03-28,"F06M06",4.5,13,"2-13A","2-13A-5",238.04,21.5866666666667,11.0271772699197
2019-03-28,"F06M06",4.5,13,"2-13B","2-13B-1",244.28,21.5866666666667,11.3162445954293
2019-03-05,"F11M14",4.5,14,"2-14B","2-14B-3",224.78,21.4766666666667,10.4662424336489
2019-03-05,"F01M02",4.5,14,"2-14D","2-14D-2",241.44,21.4766666666667,11.2419680273165
2019-03-05,"F01M02",4.5,14,"2-14D","2-14D-4",231.85,21.4766666666667,10.7954369082725
2019-03-08,"F11M14",4.5,14,"2-14A","2-14A-1",220.84,21.2633333333333,10.3859539112714
2019-03-08,"F11M14",4.5,14,"2-14B","2-14B-3",228.66,21.2633333333333,10.7537231540994
2019-03-08,"F11M14",4.5,14,"2-14B","2-14B-4",225.32,21.2633333333333,10.596645242201
2019-03-08,"F01M02",4.5,14,"2-14C","2-14C-4",231.9,21.2633333333333,10.9060981345038
2019-03-10,"F11M14",4.5,14,"2-14B","2-14B-1",227.63,21.16,10.757561436673
2019-03-14,"F11M14",4.5,14,"2-14A","2-14A-6",219.19,21.4866666666667,10.2012100527459
2019-03-16,"F11M14",4.5,14,"2-14A","2-14A-2",213.86,21.6833333333333,9.86287471176018
2019-03-22,"F11M14",4.5,14,"2-14A","2-14A-4",236.59,21.8033333333333,10.8510931050298
2019-03-22,"F11M14",4.5,14,"2-14B","2-14B-6",238.63,21.8033333333333,10.9446567803088
2019-03-26,"F11M14",4.5,14,"2-14A","2-14A-3",239.83,21.6333333333333,11.0861325115562
2019-03-26,"F11M14",4.5,14,"2-14B","2-14B-2",251.66,21.6333333333333,11.6329738058552
2019-03-26,"F11M14",4.5,14,"2-14B","2-14B-5",251.23,21.6333333333333,11.6130970724191
2019-03-28,"F11M14",4.5,14,"2-14A","2-14A-5",243.99,21.7966666666667,11.1939134424224
2019-03-18,"F06M06",4.5,15,"2-15B","2-15B-2",254.11,22.1133333333333,11.4912571600844
2019-03-20,"F06M06",4.5,15,"2-15B","2-15B-3",237.38,21.7433333333333,10.9173693086003
2019-03-20,"F06M06",4.5,15,"2-15B","2-15B-5",243.97,21.7433333333333,11.2204507128622
2019-03-24,"F06M06",4.5,15,"2-15A","2-15A-6",243.24,21.5066666666667,11.3099814011159
2019-03-24,"F10M14",4.5,15,"2-15C","2-15C-4",235.25,21.5066666666667,10.9384686918785
2019-03-24,"F10M14",4.5,15,"2-15C","2-15C-5",238.64,21.5066666666667,11.0960942343459
2019-03-24,"F10M14",4.5,15,"2-15C","2-15C-6",230.72,21.5066666666667,10.7278363298202
2019-03-26,"F06M06",4.5,15,"2-15A","2-15A-4",232.96,21.77,10.7009646302251
2019-03-26,"F06M06",4.5,15,"2-15B","2-15B-4",231.14,21.77,10.6173633440514
2019-03-26,"F10M14",4.5,15,"2-15C","2-15C-1",221.92,21.77,10.1938447404685
2019-03-26,"F10M14",4.5,15,"2-15C","2-15C-2",238.13,21.77,10.9384474046853
2019-03-26,"F10M14",4.5,15,"2-15D","2-15D-3",214.74,21.77,9.86403307303629
2019-03-26,"F10M14",4.5,15,"2-15D","2-15D-4",206.13,21.4466666666667,9.61128380478707
2019-03-26,"F10M14",4.5,15,"2-15D","2-15D-6",243.39,21.6933333333333,11.2195759065765
2019-03-26,"F06M06",4.5,15,"2-15B","2-15B-1",229.36,21.6933333333333,10.5728334357714
2019-03-28,"F06M06",4.5,15,"2-15A","2-15A-2",257.42,21.7733333333333,11.822718922229
2019-03-28,"F10M14",4.5,15,"2-15C","2-15C-3",232.23,21.7733333333333,10.6657991426822
2019-03-28,"F10M14",4.5,15,"2-15D","2-15D-1",221.83,21.7733333333333,10.1881506429884
2019-04-01,"F06M06",4.5,15,"2-15A","2-15A-3",251.03,21.6633333333333,11.5877827358055
2019-04-01,"F06M06",4.5,15,"2-15B","2-15B-6",224.96,21.6633333333333,10.3843668256655
2019-03-14,"F11M14",4.5,16,"2-16B","2-16B-5",219.03,21.5333333333333,10.1716718266254
2019-03-18,"F11M14",4.5,16,"2-16A","2-16A-3",240.22,21.85,10.9940503432494
2019-03-18,"F11M14",4.5,16,"2-16A","2-16A-5",233.9,21.85,10.7048054919908
2019-03-20,"F11M14",4.5,16,"2-16A","2-16A-6",231.74,21.4566666666667,10.8003728444928
2019-03-20,"F01M02",4.5,16,"2-16D","2-16D-1",233.76,21.4566666666667,10.8945160789188
2019-03-22,"F11M14",4.5,16,"2-16B","2-16B-2",231.67,21.97,10.5448338643605
2019-03-22,"F01M02",4.5,16,"2-16D","2-16D-2",236.76,21.97,10.776513427401
2019-03-24,"F11M14",4.5,16,"2-16A","2-16A-2",232.17,21.6366666666667,10.7303959328301
2019-03-24,"F11M14",4.5,16,"2-16B","2-16B-3",231.16,21.6366666666667,10.6837159143429
2019-03-26,"F11M14",4.5,16,"2-16A","2-16A-1",244.25,21.9466666666667,11.1292527339004
2019-03-26,"F11M14",4.5,16,"2-16B","2-16B-1",257.07,21.9466666666667,11.7133961117861
2019-03-26,"F11M14",4.5,16,"2-16B","2-16B-6",251.75,21.9466666666667,11.4709902794654
2019-03-28,"F11M14",4.5,16,"2-16B","2-16B-4",253.24,21.7633333333333,11.6360851585235
2019-03-20,"F02M02",4.5,17,"2-17C","2-17C-5",225.31,21.5066666666667,10.4762864228146
2019-03-20,"F02M02",4.5,17,"2-17D","2-17D-4",237.21,21.5066666666667,11.0296032238066
2019-03-22,"F02M02",4.5,17,"2-17C","2-17C-4",239.16,21.8233333333333,10.958912478998
2019-03-24,"F10M16",4.5,17,"2-17A","2-17A-3",244.47,21.6866666666667,11.2728250845374
2019-03-24,"F10M16",4.5,17,"2-17A","2-17A-4",236.75,21.6866666666667,10.9168459883185
2019-03-24,"F02M02",4.5,17,"2-17D","2-17D-2",242.89,21.6866666666667,11.1999692591454
2019-03-26,"F10M16",4.5,17,"2-17A","2-17A-1",237.94,21.9866666666667,10.822013341419
2019-03-26,"F10M16",4.5,17,"2-17B","2-17B-4",242.9,21.9866666666667,11.0476046088539
2019-03-26,"F10M16",4.5,17,"2-17B","2-17B-6",221.68,21.9866666666667,10.0824742268041
2019-03-26,"F02M02",4.5,17,"2-17D","2-17D-1",236.98,21.9866666666667,10.7783505154639
2019-03-26,"F02M02",4.5,17,"2-17D","2-17D-5",250.04,21.9866666666667,11.3723468768951
2019-03-26,"F10M16",4.5,17,"2-17A","2-17A-6",203.48,21.9866666666667,9.25469981807156
2019-03-28,"F10M16",4.5,17,"2-17A","2-17A-2",229.78,21.5133333333333,10.680818097304
2019-03-30,"F10M16",4.5,17,"2-17B","2-17B-1",246.75,21.55,11.4501160092807
2019-03-30,"F02M02",4.5,17,"2-17C","2-17C-1",252.9,21.55,11.7354988399072
2019-04-01,"F10M16",4.5,17,"2-17A","2-17A-5",243,21.6733333333333,11.2119347892956
2019-04-01,"F10M16",4.5,17,"2-17B","2-17B-3",242.18,21.6733333333333,11.1741002768379
2019-04-03,"F10M16",4.5,17,"2-17B","2-17B-2",284.8,29.0366666666667,9.80828837102514
2019-04-03,"F10M16",4.5,17,"2-17B","2-17B-5",320.7,29.0366666666667,11.0446561818391
2019-03-10,"F03M02",4.5,18,"2-18B","2-18B-3",219.82,21.3333333333333,10.3040625
2019-03-22,"F01M01",4.5,18,"2-18C","2-18C-6",236.03,21.59,10.9323761000463
2019-03-22,"F01M01",4.5,18,"2-18D","2-18D-3",242.2,21.59,11.2181565539602
2019-03-24,"F03M02",4.5,18,"2-18B","2-18B-4",224.16,21.7,10.3299539170507
2019-04-13,"F01M01",4.5,18,"2-18D","2-18D-4",332.25,29.1133333333333,11.4122967712388
2019-03-12,"F10M16",4.5,19,"2-19B","2-19B-1",218.24,21.48,10.1601489757914
2019-03-14,"F10M16",4.5,19,"2-19A","2-19A-2",225.3,21.3433333333333,10.5559893799781
2019-03-20,"F02M02",4.5,19,"2-19C","2-19C-6",233.9,21.7733333333333,10.7424984690753
2019-03-20,"F02M02",4.5,19,"2-19D","2-19D-4",237.45,21.7733333333333,10.9055419473362
2019-03-22,"F10M16",4.5,19,"2-19B","2-19B-3",234.27,21.76,10.7660845588235
2019-03-22,"F02M02",4.5,19,"2-19C","2-19C-2",249.85,21.76,11.4820772058824
2019-03-22,"F02M02",4.5,19,"2-19C","2-19C-5",244.14,21.76,11.2196691176471
2019-03-22,"F02M02",4.5,19,"2-19D","2-19D-3",228.1,21.76,10.4825367647059
2019-03-24,"F10M16",4.5,19,"2-19A","2-19A-3",247.32,21.77,11.3605879650896
2019-03-24,"F10M16",4.5,19,"2-19B","2-19B-5",235.49,21.77,10.817179604961
2019-03-24,"F02M02",4.5,19,"2-19D","2-19D-1",245.27,21.77,11.2664216812127
2019-03-24,"F02M02",4.5,19,"2-19D","2-19D-2",250.08,21.77,11.4873679375287
2019-03-24,"F02M02",4.5,19,"2-19D","2-19D-5",255.48,21.77,11.7354157096922
2019-03-24,"F02M02",4.5,19,"2-19D","2-19D-6",241.17,21.77,11.0780891134589
2019-03-26,"F02M02",4.5,19,"2-19C","2-19C-4",242.06,21.96,11.0227686703097
2019-03-28,"F10M16",4.5,19,"2-19B","2-19B-2",234.38,21.6833333333333,10.8092236740968
2019-03-28,"F10M16",4.5,19,"2-19B","2-19B-4",222.46,21.6833333333333,10.2594926979247
2019-03-28,"F02M02",4.5,19,"2-19C","2-19C-1",205.06,21.6833333333333,9.45703305149885
2019-03-05,"F03M02",4.5,20,"2-20B","2-20B-4",196.84,21.6166666666667,9.1059367771781
2019-03-20,"F03M02",4.5,20,"2-20B","2-20B-6",213.97,21.8833333333333,9.77776085300838
2019-03-20,"F01M01",4.5,20,"2-20D","2-20D-3",234.68,21.8833333333333,10.7241431835491
2019-03-20,"F01M01",4.5,20,"2-20C","2-20C-6",207.44,21.8833333333333,9.47936024371668
2019-03-28,"F01M01",4.5,20,"2-20C","2-20C-2",241.42,21.85,11.0489702517162
2019-04-01,"F01M01",4.5,20,"2-20D","2-20D-2",236.67,21.5933333333333,10.9603272615005
2019-04-07,"F01M01",4.5,20,"2-20D","2-20D-5",313.97,29.16,10.767146776406
2019-03-18,"F02M02",4.5,21,"2-21C","2-21C-3",234.35,21.85,10.7254004576659
2019-03-24,"F02M02",4.5,21,"2-21C","2-21C-1",243,21.6033333333333,11.2482641567659
2019-03-24,"F02M02",4.5,21,"2-21C","2-21C-2",237.66,21.6033333333333,11.0010800802345
2019-03-24,"F02M02",4.5,21,"2-21C","2-21C-4",240.18,21.6033333333333,11.117728745564
2019-03-24,"F02M02",4.5,21,"2-21C","2-21C-5",222,21.6033333333333,10.2761919456874
2019-03-26,"F10M16",4.5,21,"2-21A","2-21A-6",238.77,21.7,11.0032258064516
2019-03-28,"F10M16",4.5,21,"2-21A","2-21A-2",211.26,21.6366666666667,9.7639808966261
2019-03-28,"F10M16",4.5,21,"2-21A","2-21A-3",254.44,21.6366666666667,11.7596672315514
2019-03-28,"F10M16",4.5,21,"2-21B","2-21B-5",265.76,21.6366666666667,12.282853181328
2019-03-28,"F02M02",4.5,21,"2-21D","2-21D-1",247.46,21.6366666666667,11.4370667077492
2019-04-01,"F10M16",4.5,21,"2-21B","2-21B-2",236.14,21.6266666666667,10.9189272503083
2019-04-01,"F10M16",4.5,21,"2-21B","2-21B-4",227.99,21.6266666666667,10.5420776818742
2019-04-03,"F10M16",4.5,21,"2-21A","2-21A-4",329.34,28.8733333333333,11.4063726622027
2019-03-12,"F03M02",4.5,22,"2-22A","2-22A-4",159.97,21.3866666666667,7.47989401496259
2019-03-24,"F01M01",4.5,22,"2-22C","2-22C-5",212.5,21.64,9.81977818853974
2019-03-24,"F01M01",4.5,22,"2-22D","2-22D-3",216.2,21.64,9.99075785582255
2019-03-08,"F02M02",4.5,23,"2-23D","2-23D-2",248.98,21.84,11.4001831501831
2019-03-20,"F02M02",4.5,23,"2-23C","2-23C-5",243.31,21.88,11.1202010968921
2019-03-20,"F02M02",4.5,23,"2-23C","2-23C-6",251.6,21.88,11.4990859232176
2019-03-24,"F10M16",4.5,23,"2-23B","2-23B-3",226.48,21.71,10.4320589590051
2019-03-24,"F02M02",4.5,23,"2-23C","2-23C-2",244.4,21.71,11.2574850299401
2019-03-26,"F10M16",4.5,23,"2-23A","2-23A-6",254.21,21.59,11.7744326076887
2019-03-26,"F10M16",4.5,23,"2-23B","2-23B-2",220.57,21.59,10.2163038443724
2019-03-28,"F10M16",4.5,23,"2-23A","2-23A-2",241.66,21.74,11.1159153633855
2019-03-28,"F02M02",4.5,23,"2-23C","2-23C-3",256.28,21.74,11.7884084636615
2019-03-28,"F10M16",4.5,23,"2-23B","2-23B-1",229.06,21.84,10.4880952380952
2019-03-30,"F10M16",4.5,23,"2-23A","2-23A-4",246.37,21.5133333333333,11.4519677719244
2019-03-30,"F10M16",4.5,23,"2-23B","2-23B-5",230.87,21.5133333333333,10.7314843507902
2019-03-30,"F02M02",4.5,23,"2-23C","2-23C-1",246.91,21.5133333333333,11.4770684846607
2019-04-03,"F10M16",4.5,23,"2-23B","2-23B-4",325.19,29.19,11.1404590613224
2019-04-13,"F10M16",4.5,23,"2-23A","2-23A-1",316.12,29.5433333333333,10.7002143743653
2019-03-05,"F03M02",4.5,24,"2-24A","2-24A-3",184.82,21.6566666666667,8.53409265814991
2019-03-05,"F03M02",4.5,24,"2-24B","2-24B-5",190.47,21.6566666666667,8.79498229952286
2019-03-05,"F01M01",4.5,24,"2-24C","2-24C-1",229.4,21.6566666666667,10.5925811913191
2019-03-10,"F01M01",4.5,24,"2-24D","2-24D-6",208.47,21.0333333333333,9.91141045958796
2019-04-15,"F01M01",4.5,24,"2-24D","2-24D-4",325.34,29.4,11.0659863945578
2019-03-05,"F01M04",4.5,25,"2-25D","2-25D-3",224.02,21.9,10.2292237442922
2019-03-05,"F07M12",4.5,25,"2-25B","2-25B-4",236.35,21.9,10.7922374429224
2019-03-05,"F07M12",4.5,25,"2-25A","2-25A-6",236.89,21.9,10.8168949771689
2019-03-05,"F07M12",4.5,25,"2-25A","2-25A-4",233.69,21.9,10.6707762557078
2019-03-05,"F07M12",4.5,25,"2-25A","2-25A-2",229.16,21.9,10.4639269406393
2019-03-05,"F07M12",4.5,25,"2-25B","2-25B-2",218.56,21.8633333333333,9.99664583015704
2019-03-05,"F07M12",4.5,25,"2-25B","2-25B-6",236.26,21.8633333333333,10.806220460436
2019-03-08,"F07M12",4.5,25,"2-25A","2-25A-2",243.08,21.38,11.3695042095416
2019-03-08,"F07M12",4.5,25,"2-25B","2-25B-1",230.4,21.38,10.7764265668849
2019-03-08,"F07M12",4.5,25,"2-25B","2-25B-2",230.41,21.38,10.7768942937325
2019-03-08,"F07M12",4.5,25,"2-25B","2-25B-3",227.01,21.38,10.6178671655753
2019-03-08,"F07M12",4.5,25,"2-25B","2-25B-4",242.95,21.38,11.3634237605239
2019-03-08,"F07M12",4.5,25,"2-25A","2-25A-6",235.58,21.38,11.0187090739008
2019-03-08,"F07M12",4.5,25,"2-25B","2-25B-6",240.94,21.38,11.2694106641721
2019-03-08,"F01M04",4.5,25,"2-25C","2-25C-4",228.94,21.38,10.7081384471469
2019-03-08,"F01M04",4.5,25,"2-25C","2-25C-6",224.36,21.38,10.4939195509822
2019-03-08,"F01M04",4.5,25,"2-25D","2-25D-1",221.82,21.38,10.3751169317119
2019-03-08,"F01M04",4.5,25,"2-25D","2-25D-3",241.2,21.38,11.2815715622077
2019-03-08,"F07M12",4.5,25,"2-25B","2-25B-4",242.87,21.6866666666667,11.1990470335075
2019-03-10,"F01M04",4.5,25,"2-25C","2-25C-2",214.19,21.2733333333333,10.0684738326543
2019-03-12,"F01M04",4.5,25,"2-25C","2-25C-5",248.2,21.3366666666667,11.6325574129042
2019-03-18,"F01M04",4.5,25,"2-25D","2-25D-2",236.13,21.5233333333333,10.9708843115998
2019-03-18,"F01M04",4.5,25,"2-25D","2-25D-6",224.97,21.5233333333333,10.4523772649837
2019-04-01,"F07M12",4.5,25,"2-25B","2-25B-5",246.46,21.7233333333333,11.3454043271444
2019-04-13,"F07M12",4.5,25,"2-25A","2-25A-1",323.96,29.16,11.1097393689986
2019-03-18,"F09M11",4.5,26,"2-26A","2-26A-2",227.01,21.5233333333333,10.5471581229673
2019-03-18,"F09M11",4.5,26,"2-26A","2-26A-4",190.49,21.5233333333333,8.8503949202416
2019-03-18,"F09M11",4.5,26,"2-26B","2-26B-2",228.99,21.5233333333333,10.6391513086573
2019-03-18,"F12M14",4.5,26,"2-26C","2-26C-6",239.11,21.5233333333333,11.1093387021837
2019-03-20,"F09M11",4.5,26,"2-26A","2-26A-3",222.28,21.7966666666667,10.1978895855635
2019-03-22,"F09M11",4.5,26,"2-26A","2-26A-6",220.28,21.6266666666667,10.1855733662145
2019-03-24,"F12M14",4.5,26,"2-26C","2-26C-2",221.52,21.4766666666667,10.3144497904703
2019-03-24,"F09M11",4.5,26,"2-26A","2-26A-5",186.56,21.6733333333333,8.60781298062135
2019-03-26,"F12M14",4.5,26,"2-26D","2-26D-2",247.16,21.58,11.4531974050046
2019-03-26,"F12M14",4.5,26,"2-26D","2-26D-4",246.88,21.58,11.4402224281742
2019-03-28,"F09M11",4.5,26,"2-26B","2-26B-5",221.31,21.6566666666667,10.2190241649992
2019-03-28,"F12M14",4.5,26,"2-26D","2-26D-6",239.48,21.6566666666667,11.0580267815915
2019-03-30,"F09M11",4.5,26,"2-26B","2-26B-1",221.03,21.64,10.2139556377079
2019-03-30,"F12M14",4.5,26,"2-26D","2-26D-3",259.05,21.64,11.970887245841
2019-04-01,"F09M11",4.5,26,"2-26B","2-26B-4",190.95,21.7533333333333,8.77796506282562
2019-04-01,"F12M14",4.5,26,"2-26C","2-26C-1",245.75,21.7533333333333,11.2971192154459
2019-04-01,"F12M14",4.5,26,"2-26C","2-26C-3",253.32,21.7533333333333,11.6451118602513
2019-04-01,"F12M14",4.5,26,"2-26C","2-26C-5",253.71,21.7533333333333,11.6630401471039
2019-04-01,"F12M14",4.5,26,"2-26D","2-26D-5",245.49,21.7533333333333,11.2851670242108
2019-03-08,"F01M04",4.5,27,"2-27C","2-27C-3",206.3,21.25,9.70823529411765
2019-03-14,"F07M12",4.5,27,"2-27A","2-27A-6",232.06,21.51,10.788470478847
2019-03-14,"F01M04",4.5,27,"2-27C","2-27C-3",223.02,21.51,10.3682008368201
2019-03-20,"F07M12",4.5,27,"2-27B","2-27B-3",254.45,21.8566666666667,11.6417569010218
2019-03-20,"F01M04",4.5,27,"2-27C","2-27C-4",253.81,21.8566666666667,11.612475217325
2019-03-22,"F01M04",4.5,27,"2-27D","2-27D-2",246.18,21.7766666666667,11.3047604469616
2019-03-26,"F07M12",4.5,27,"2-27A","2-27A-4",248.16,21.8966666666667,11.333231846552
2019-03-26,"F07M12",4.5,27,"2-27B","2-27B-5",253.68,21.8966666666667,11.5853250114173
2019-03-28,"F07M12",4.5,27,"2-27A","2-27A-2",233.33,21.7333333333333,10.7360429447853
2019-03-28,"F07M12",4.5,27,"2-27A","2-27A-3",248.84,21.7333333333333,11.4496932515337
2019-03-28,"F07M12",4.5,27,"2-27A","2-27A-5",248.49,21.7333333333333,11.4335889570552
2019-03-28,"F07M12",4.5,27,"2-27B","2-27B-6",241.94,21.7333333333333,11.1322085889571
2019-03-30,"F07M12",4.5,27,"2-27B","2-27B-2",235.14,21.4566666666667,10.9588317539226
2019-04-01,"F07M12",4.5,27,"2-27B","2-27B-1",242.26,21.55,11.2417633410673
2019-04-01,"F07M12",4.5,27,"2-27B","2-27B-4",249.64,21.55,11.584222737819
2019-04-01,"F07M12",4.5,27,"2-27B","2-27B-1",243.53,21.68,11.2329335793358
2019-03-26,"F09M11",4.5,28,"2-28A","2-28A-2",222.88,21.94,10.158614402917
2019-03-26,"F09M11",4.5,28,"2-28B","2-28B-6",221.76,21.94,10.1075660893345
2019-03-26,"F12M14",4.5,28,"2-28C","2-28C-2",244.58,21.94,11.1476754785779
2019-03-26,"F12M14",4.5,28,"2-28D","2-28D-3",244.84,21.94,11.1595259799453
2019-03-26,"F12M14",4.5,28,"2-28D","2-28D-6",237.23,21.94,10.8126709206928
2019-03-26,"F09M11",4.5,28,"2-28B","2-28B-1",223.16,21.8666666666667,10.205487804878
2019-03-26,"F09M11",4.5,28,"2-28B","2-28B-5",239.23,21.8666666666667,10.9403963414634
2019-03-26,"F12M14",4.5,28,"2-28D","2-28D-4",245.79,21.8666666666667,11.2403963414634
2019-03-28,"F09M11",4.5,28,"2-28A","2-28A-6",236.23,21.6133333333333,10.9298272671191
2019-03-30,"F09M11",4.5,28,"2-28A","2-28A-1",239.77,21.62,11.0901942645698
2019-03-30,"F09M11",4.5,28,"2-28A","2-28A-4",223.56,21.62,10.3404255319149
2019-03-30,"F09M11",4.5,28,"2-28B","2-28B-3",206.46,21.62,9.54949121184089
2019-03-30,"F09M11",4.5,28,"2-28B","2-28B-4",205.29,21.62,9.49537465309898
2019-03-30,"F12M14",4.5,28,"2-28C","2-28C-3",239.03,21.62,11.0559666975023
2019-03-30,"F12M14",4.5,28,"2-28C","2-28C-5",237.98,21.62,11.0074005550416
2019-04-01,"F09M11",4.5,28,"2-28A","2-28A-5",241.67,21.6966666666667,11.1385773544323
2019-04-01,"F09M11",4.5,28,"2-28B","2-28B-2",224.4,21.6966666666667,10.3426025503149
2019-04-01,"F12M14",4.5,28,"2-28D","2-28D-1",239.91,21.6966666666667,11.0574589030573
2019-04-01,"F12M14",4.5,28,"2-28D","2-28D-2",248.03,21.6966666666667,11.431709940083
